_id,perspective_score,owner,repo,title,length,num_one_letter_word,num_non_alpha_in_middle,senti4sd_neutral_percentage,total_url,total_text,num_modal_word,total_reference,num_punct,senti4sd_negative_percentage,senti4sd_positive_percentage,num_capital,num_QEMark,toxicity
codechallenges/divinedragon/220,0.071828425,divinedragon,codechallenges,GH-192: Adds Java and Junit class for CodingBat-Array1-double23,146,0,7,1,0,Codecov Report    Impacted Files Coverage Δ      src/main/java/codingbat/array1/P15_Double23.java      Continue to review full report at Codecov. ,0,5,8,0,0,9,0,n
coffeescript/jashkenas/4056,0.058574180999999996,jashkenas,coffeescript,Include browser version in extras directory,2131,18,13,0.6153846153846154,1,"Nope, this should not be distributed with the npm package. If you want it, extract it from the appropriate github release.  Hey,thank you for your prompt reply. According to your use case, I think I am missing something. How do I import the client side version of coffeescript from the Npm package?  You wouldn't. You can use bower to install CoffeeScript (including the browser build) or just fetch one of the release tarballs. npm distributes the files that are meant to be consumed by node when CoffeeScript is installed globally or as the dependency of a node project.  I disagree.Today npm modules are not only used for node project, but for frontend dependencies as well. See angular, jquery, hammerjs, moment, minim and so on. But I respect your position; that is why the fork button actually exists ;)  If you're using CS for browser code, then use browserify with coffeeify.  Making the user take the performance hit of local transpilation is probably a bad idea.  Hey,I am already using webpack with coffee-script loader, but I have a live editing part that should be transformed in the browser. Thanks anyway for the tip.  In that case...  You can point npm to the github address, and it will download master.  That should have what you need.  I am afraid it won't do the trick.  file still gets respected. Tested with npm install jashkenas/coffeescript#master npm install jashkenas/coffeescript#2d1a6fa6ec76b4e721da7e5e4a9c6b90172309ae  I wonder if it makes sense to publish a separate entry in npm for just this one thing?  Just musing...  npm is just not the right tool for the job here. Bower or cURL/tar are what you want.  Michael, are you sure of that? Personal experiences? Documentation?  Yep, that article basically makes the point for me. They point out a bunch of the pain points of using npm for managing front-end dependencies and show how bower solves those better. Package managers are designed with specific contexts, use cases, and distribution models in mind. npm wanting to be the single package manager for all things JavaScript is laughable.  Ok, I see your point of view and I respect it. Thanks! ",8,0,70,0.07692307692307693,0.3076923076923077,51,6,n
cookiecutter-pypackage/audreyr/280,0.09526272999999999,audreyr,cookiecutter-pypackage,Update pytest to 3.0.5,309,7,7,0.4444444444444444,3,"There's a new version of pytest available. You are currently using 2.9.2. I have updated it to 3.0.5 These links might come in handy  &lt;a href="" | &lt;a href="" | &lt;a href="" merge conflicts? Close this PR and delete the branch. I'll create a new PR for you. Happy merging! 🤖  Closing this in favor of #293 ",2,497,27,0.1111111111111111,0.4444444444444444,12,2,n
cordova-plugin-purchase/j3k0/744,0.086790012,j3k0,cordova-plugin-purchase,Trying to purchase an unknown product IOS,4430,27,60,0,0,"[IOS] system info OSX Sierra 10.12.6 Cordova-ios@friend.5.5 // Ionic 3 Device iPhone iOS 11.2 Plugin Version 7.2.0 Expected behavior Product retrieved from store according to what has been set up Observed behavior Trying to purchase unknown product Steps to reproduce I created the Product on Itunes Connect. Added the product id to my code. First step is to register the product with the correct product id Set up approved, registered, updated, cancelled and error handlers Refresh store. call Get with correct product ID call Order with correct product ID the XCode Logs are Loaded{""id""""productID,""alias""""productID"",""type""""consumable"",""state""""requested"",""title""null,""description""null,""priceMicros""null,""price""null,""currency""null,""countryCode""null,""loaded""true,""canPurchase""false,""owned""false,""downloading""false,""downloaded""false,""additionalData""null,""transaction""null,""valid""true} 2018-10-22 200556.546938-0300 NFContacts[1444477718] [store.js] DEBUG store.queries !! 'consumable updated' 2018-10-22 200556.546974-0300 NFContacts[1444477718] [store.js] DEBUG store.queries !! 'valid updated' 2018-10-22 200556.547019-0300 NFContacts[1444477718] [store.js] DEBUG store.queries !! 'updated' 2018-10-22 200556.550326-0300 NFContacts[1444477718] [store.js] ERROR ios -&gt; ERROR 6777003 Trying to purchase a unknown product. - ""ProductID"" I have read two issues from this plugin with no solution on this. Please help  Duplicate; search before you open tickets. Thanks! Close #744 Von meinem iPhone gesendet  Impressive! I searched all your issues and found 2 unresolved closed by inactivity. After a question, the admin decided not to answer but thanks so much it was very useful. If you could link the so called original of my question, please do Make sure you know how to answer before telling ppl to search before  Let me give you the links and you tell me if it is solved 706 239 Open up and tell me if it is solved, thanks  Please be fair, all you wrote is that it not work. But you not described what you already have done so far. So please tell if you have add the app to the AppStore as beta already or you only add your items. All details you can tell us may help! And without we can help you not! Von meinem iPhone gesendet  @friend We don't work for you, so if you like us to give you support for free, on our free time, you'd better not talk this way. That's not how you'll get help. There's a F.A.Q. on the wiki with this checklist.  Have you enabled In-App Purchases for your App ID? Do you have a iTunes Paid Application contract in effect? Have you checked Cleared for Sale for your product? Are there any contracts waiting for approval? In-App Purchases have all fields filled (including screenshots)? Did you wait 24 hours? Using a real device (not a simulator)? Are you using the full product ID in register? Are there any error in your product ID? Do you wait cordova's ""deviceready"" event before loading the purchases? Have you submitted (and optionally rejected) your application binary? Does your project’s .plist Bundle ID match your App ID? Have you generated and installed a new provisioning profile for the new App ID? Have you configured your project to code sign using this new provisioning profile? Are your bank details active on iTunes Connect? Have you tried deleting the app from your device and reinstalling? Is your device jailbroken? If so, you need to revert the jailbreak for IAP to work.  Did you went over it?  Hi, If you needed more details then you could have just said it. Im sorry for the missing information. The application has been approved by apple and also the product. I tried as much as I could before asking for help here Thanks for the consideration  @friend If you plan to keep a support team, do support developers. If you do not want to support and have answers like ""search before you open tickets. Thanks!"" then tell people on your front page that you do not have support. thank god you do not work for me. any ways I don't often open issues as my team tries very hard before asking for outside help so I am not here to be offended. The team decided to remove your plugin and pay extra for the time on developing with other resources. Hope you do not use this as a ""Duplicate"" for the next person who asks about this error. Wish you success, thanks  I deleted the ""flame"" comments. They won't help anyone. I kept the rest of the conversation just in case it pops up again. ",9,58,229,0.16666666666666666,0.6666666666666666,185,29,y
cornice/Cornices/327,0.045215696,Cornices,cornice,added form level validation for colander schemas,151,0,0,1,0,Schema level validators are not called during request validation.  In the example bellow the  function is never called.  This pull request fixes that. ,0,0,3,0,0,3,0,n
cou-issues/ChildrenOfUr/1352,0.06276615499999999,ChildrenOfUr,cou-issues,Gardening,280,4,0,0.5,0,"Lost On Land Again I just hoed, watered and planted.  Went to the next street for a minute. Came back and nothing I had done was there.  The garden looked like it did when I first arrived. User Agent Log  The server may not have persisted the entity changes to the database #1093 ",1,0,6,0,0.5,14,0,n
couchdb/apache/1269,0.1164468835,apache,couchdb,"Improve CouchDB ""plugin"" architecture for geo/search",704,3,4,0.4,0,"We've had multiple discussions on the mailing lists and IRC previously about this problem right now, you need to recompile CouchDB from scratch if you want to add search (dreyfus) or geo (hastings) support. This isn't great, and makes things like Docker images that include references to those things unwieldy (since you can't just add another layer on top of the existing  image.) @friend you said you had some specific ideas here, can you elaborate in this issue? Thanks!  @friend any news on this?  From the merged #1516 Once #1515 is done, this should be easy. @friend @friend  Any more updates on this? It would be so wonderful not to be reliant on IBM! They can't even seem to handle billing 🤦🏻‍♂️ ",5,8,28,0,0.4,18,5,n
courseplay/Courseplay/3219,0.364581004,Courseplay,courseplay,"Version ending in 64 "" complete failure of program"". ",807,12,7,0.6,1,"Course will not "" Drive""...then weird artifacting and then you must close game from desktop as all commands are frozen.  same for myself as well, same version  cannot use the programme since updating it my player just freezes inside the cab and nothing works i have to exit the game...............  It's not v.00064 - it's the version labelled 'Trigger Stuff' or later (.0065). If you revert to v.00064 with commit 70cee76 - that is working normally ( So many complaints but not a single log posted...  It most definitely was version 64  No, it's the trigger stuff.  I guess that you didn't like that it was version 64  I guess I don't like that you have no friggin idea what you are talking about.  For those who know, it was 229322b00717a4c75f8425923ec4ed948e2142b5 causing the issue.  duplicate of #3221 ",3,3,47,0.2,0.2,13,0,y
courseplay/Courseplay/3234,0.118113756,Courseplay,courseplay,Mod team cannot read english submissions,3454,41,20,0.8,1,"  Inbox x          There is NO forward/backwards along line of travel adjustment for the cutter position on combine harvesters as indicated by original issue report.  It does not exist in any button in any way.   This results in all combine harvesters charging right into the crop.   This behavior occurred originally in FS17 courseplay and was fixed in FS17 courseplay.  This has to be the most unconstructive issue post on here, I have ever seen ( 👎  @friend I may be misunderstanding the title of this issue, can you explain in more detail what exactly are you trying to say with  ""Mod team cannot read english submissions""?  The CP folks are THE last group of modders that I'd want to piss off. I won't play FS without CP. I suggest you clarify whatever issue you might be having.  I think he mentioned #3142 doing this in this way is a pure disgrace ...  Mod team cannot read english submissions ? your comment has nothing to do with them reading English , its about harvesters. I'm new to CP and to be honest I think they have done a great job so far, it makes the game more playable and less boring. Ok yes there are some issues with the mod but at the end of the day its a mod and not a game, these people who make mods make them in their own time without getting paid. Its a free addition to the game which imo think its a must have for any serious player it just adds so much more time for you to do other things while the bots take care of all the jobs you hate doing, have a bot plough a field and another harvest another field while you go and tend to the animals. I think the authors deserve a little more respect for taking the time to create such a mod, bare in mind they can only add things or fix bugs when they have time to do it, they might be working at least 10 hours a day for all we know and only have a couple of hours to look at the mod. As I said i'm new and played FS17 without CP, it was only when a friend mentioned it to me a couple of weeks ago that I decided to take a look at it , and tbh I would miss it if it disappeared as for now i'm used to using it and it would feel like half of the game is missing without it.  Please let's not turn this into FS-UK/OxygenDave scene. @friend You mistake a code repository issue tracker with a forum. Please clearly post an in-game mod issue following the guidelines here. @friend @friend let's close this and move on?  combine harvester's ""cutting width"" seems to be located either at the back of the harvester or the ""start mark"" for entering a field is too close to the actual cutter location and they are charging right past the first mark of the field into the field to drop the cutter in and start at the second mark unless you back them way up and sometimes they STILL skip the first mark.  Manually setting to ""nearest"" instead of next resolves the issue I was told by the person who ""handled"" the issue the first time that there is a front-to-rear adjustment on the location of the tool/cutting position and there is NOT. On Thu, Feb 14, 2019 at 536 PM Peter Vaiko notifications@friend.com wrote  the response from my prior ticket was to tell me there was a foreward/back adjustment on tool position on combine harvesters. which there is not On Thu, Feb 14, 2019 at 545 PM Scott Mueller notifications@friend.com wrote  If you just read the manual you had to know there is a tool offset setting for both horizontal and vertical offset. So RTFM, or go rant somewhere else. ",12,22,78,0.1,0.1,85,3,y
courseplay/Courseplay/3245,0.31210731999999997,Courseplay,courseplay,no titel,457,6,0,0.875,0,"What an unfriendly and rude forum. I will never post a mistake here again. As I said, unfortunately I can not read Enlisch and thus not scour the forum.  1) this is not a forum! 2) post the things right to help on issues 3) try in your mother language maybe someone can help translate And as I read your 'bug report' there was nothing unfriendly in the answer. He just said he got no time for the bug right now to fix and it seems like it is already known. ",3,0,12,0,0.125,9,1,y
create-react-app/facebook/3586,0.116215676,facebook,create-react-app,Deprecation warning react-scripts > jest > jest-cli > jest-environment-jsdom > jsdom > content-type-parser@1.0.2,739,4,17,1,0,"Is this a bug report? Yes(ish), deprecation warning. Can you also reproduce the problem with npm 4.x? Reproduced with yarn, high confidence that it is packager independent Which terms did you search for in User Guide? n/a Environment      v8.5.0  4.6.1 (if you use Yarn) 1.3.2 (if you haven’t ejected) 1.0.17  Then, specify  Operating system Not relevent Browser and version (if relevant) Not relevent  Steps to Reproduce  mkdir test yarn init # press enter until it stops yarn add react-scripts  Expected Behavior No deprecation warning. Actual Behavior warning react-scripts &gt; jest &gt; jest-cli &gt; jest-environment-jsdom &gt; jsdom &gt; content-type-parser@friend.0.2 This package has been renamed whatwg-mimetype; please upgrade. ",1,0,50,0,0,22,3,n
cryptsetup-deluks/kriswebdev/6,0.06700923,kriswebdev,cryptsetup-deluks,Is this compatible with BSD (specifically DragonFlyBSD),333,4,2,1,1,"Is this compatible with BSD especifically with DragonFlyBSD?  Not tested but it should work as DragonFlyBSD seems to already implement cryptsetup. There's no additional dependency for cryptsetup-deluks.  @friend Hey man, do I need to first install DragonFlyBSD then I can set up deluks or do I first set up deluks then DragonFlyBSD? ",2,0,8,0,0,30,2,n
data-api/ADI-Labs/72,0.043903172,ADI-Labs,data-api,Text overflow,77,0,0,1,0,Text for updated search and select queries overflows in UI outside the panel ,0,0,0,0,0,3,0,n
dataverse/IQSS/1513,0.06610886,IQSS,dataverse,Index: Cannot see unpublised dv or ds if assigned proper view perms as IPGroup.,1695,25,12,0.6666666666666666,0,"I've directly assigned admin role/ view unpublished dv/ds to an ipgroup but still cannot see the unpublished dv/ds cards, though I can see the role assignment on the permissions page. I can go directly to the landing pages for both and the permissions page for both as a member of the ip group.  Please retest. Be aware that IPGroups cannot have edit typer permissions, just read permissions.  Waiting for #1380 to be fixed before we can test.  Related, possibly a duplicate #3105  Today @friend @friend @friend and I discussed IP groups and I've been asked to try to reproduce this bug in the branch that pull request #3103 is based on. It's believed this is still a bug.  I can easily reproduce this bug by giving an IP Group ""admin"" on an unpublished non-root dataverse, which should result in the ""Guest"" user being able to see a search card for the unpublished dataverse. Interestingly, the indexing seems fine. The unpublished dataverse in question says it's discoverable by the IP Group The problem is at runtime we need a method in Dataverse to provide a list of all the IP Groups that a user (such as Guest) is a member of. This strongly reminds me of the  method I introduced in pull request #3062 but in the code you can see I wrote . Sadly, it seems the answer is no and since @friend is in town I plan to see if he can help with this.  Some initial progress in e6438c7 but a bit rushed. Ideally I'd add some API tests.  This is working now. Phil, we can close this unless there is something more you want to do.  @friend I'm glad to hear e6438c7 helped. It's in pull request #3103. I'll close this issue but I'll note that #3273 is still open which is about ""groups within groups"". ",13,0,58,0.1111111111111111,0.2222222222222222,49,0,n
declarative-lookup-rollup-summaries/afawcett/149,0.0507445235,afawcett,declarative-lookup-rollup-summaries,Allow user to add a space after the Concatenate Delimiter,2019,26,13,0.6666666666666666,0,"This is a cool tool and is saving me a lot of work. Good job folks! Here's an enhancement idea. Allow the user to create a rollup that concatenates string fields with a space after the delimiter. My challenge was that I needed to concatenate together some text that will be pulled from Salesforce into a form letter. Currently there is not an obvious way to add a space in the appropriate place, and my concatenated text looked like this State Florida - $25,000,State Michigan - $31,695,State Oregon - $1,234 but what I needed was this State Florida - $25,000, State Michigan - $31,695, State Oregon - $1,234 I was able to work around this issue by making the target field a Rich Text formatted field and then adding an HTML non-breaking space clause in the Concatenate Delimiter field, like so ,&nbsp; But that took a good bit of brain aerobics. It would be useful to be able to add a space without having to use a Rich Text field or any HTML.  Thanks for the kind words! plus one  Can you elaborate on 'then adding an HTML non-breaking space clause in the Concatenate Delimiter field' please.  See more info here  Ha. Looks like github parses out the HTML. Let me try it again ,&amp; nbsp; (without the space between the &amp; and the n) is how I set the Concatenate Delimiter to show a comma followed by a space. Remember that this requires that the target field be of type Rich Text.  Got it thanks! plus one  @friend @friend , How would you guys feel about an additional checkbox on the entry page that is named ""Add trailing space""? I think this is something we should fix as I've been asked about this exact issue when we can't make things rich text.  I was thinking of adding NBSP() in addition to BR(), handling by extending the following code.  If the target field is a rich text field the code would replace NBSP() with &amp; nbsp ; or just the space character accordingly.  I think this would work right?  I agree. That would be a simple and easy fix.  Fixed in current release.  For simple spaces use SP() ",8,0,81,0.08333333333333333,0.25,84,5,n
dev/nethesis/5435,0.0678729825,nethesis,dev,NethCTI 3: fix to support http response code 302 with Snom D725,1608,8,153,1,1,Steps to reproduce  make a call from cti using a snom d725 verify that at the end of the call a new lost call is showed into the phone  Expected behavior No lost call are showed Actual behavior A new lost call is showed Components Cti server  The GET http request to snom receive a 302 http response. Here all info about the response code. Reponse taken from google chrome &lt;kbd&gt;![image]( TEST  login to cti select a snom d725 as default device make a call to a destination answer from the destination hangup call verify that the phone has no lost call showed on display   in   nethcti-server3-3.1.0-1.2.g3677e4e.ns7.x86_64.rpm nethcti-server3-debuginfo-3.1.0-1.2.g3677e4e.ns7.x86_64.rpm   in   nethcti-server3-3.1.0-1.3.g41c435c.ns7.x86_64.rpm nethcti-server3-debuginfo-3.1.0-1.3.g41c435c.ns7.x86_64.rpm   in   nethcti-server3-3.1.0-1.4.gdd5da75.ns7.x86_64.rpm nethcti-server3-debuginfo-3.1.0-1.4.gdd5da75.ns7.x86_64.rpm   in   nethcti-server3-3.1.0-1.5.gdf48f0f.ns7.x86_64.rpm nethcti-server3-debuginfo-3.1.0-1.5.gdf48f0f.ns7.x86_64.rpm   in   nethcti-server3-3.1.0-1.6.g4e5892d.ns7.x86_64.rpm nethcti-server3-debuginfo-3.1.0-1.6.g4e5892d.ns7.x86_64.rpm   in   nethcti-server3-3.1.0-1.7.gf2f320f.ns7.x86_64.rpm nethcti-server3-debuginfo-3.1.0-1.7.gf2f320f.ns7.x86_64.rpm   in   nethcti-server3-3.1.0-1.7.gb543abd.ns7.x86_64.rpm nethcti-server3-debuginfo-3.1.0-1.7.gb543abd.ns7.x86_64.rpm   in   nethcti-server3-3.1.0-1.8.g92b536c.ns7.x86_64.rpm nethcti-server3-debuginfo-3.1.0-1.8.g92b536c.ns7.x86_64.rpm   in   nethcti-server3-3.2.0-1.ns7.x86_64.rpm nethcti-server3-debuginfo-3.2.0-1.ns7.x86_64.rpm  ,0,0,213,0,0,17,1,n
dialogflow-nodejs-client-v2/dialogflow/63,0.07416481999999999,dialogflow,dialogflow-nodejs-client-v2,Dialogflow API has not been used in project usable-auth-library before or it is disabled.,2154,12,29,0.7,4,"Thanks for stopping by to let us know something could be better! MAC Osx High Sierra Node v9.11.1 npm 5.6.1 dialog flow 0.3.0 const sessionClient = new dialogflow.SessionsClient();     const sessionPath = sessionClient.sessionPath(projectId, sessionId);     const request = {         session sessionPath,         queryInput {             text {                 text text,                 languageCode lang,             },         },     };     try {         let responses = await sessionClient.detectIntent(request);     } catch (err) {         return console.error('ERROR', err);     } Error 7 PERMISSION_DENIED Dialogflow API has not been used in project usable-auth-library before or it is disabled. Enable it  @friend Have yo enabled it? GO to your GCP console and enable this api before trying.  @friend yes it is already enabled.  @friend Have you solved it? I am getting the same error. I did every thing as stated in  was stuck with this error Then I resolved it with Now i am getting ♠Error 7 PERMISSION_DENIED Dialogflow API has not been used in project usable-auth-library before or it is disabled. Enable it`  @friend  I havent solved it. I started using REST API v1 from dialogflow.  @friend But they made V2 as default and any new update will be only to v2... I will try to find out. If i could will let you. If you found also let me know  @friend I was having a similar error; to resolve you have to go into  and check the IAM user permissions on the user account for your compute instance. (it may be something like &lt;projectid&gt;@friend...) Make sure that user has all three permissions for DialogFlow  Judging by the error you are getting, credentials are not set up correctly in your environment. Please follow   (if you send queries from command line)  (if you are using client libraries)   Solution of @friend solved my problem. I use IDEA in Ubuntu, in terminal window type in♠export GOOGLE_APPLICATION_CREDENTIALS=""/home/user/Downloads/service-account-file.json""`  Using Node.js. Exporting the GOOGLE_APPLICATION_CREDENTIALS env var as written by @friend solved my problem. I think it should be in written in the documentation. ",7,0,117,0.2,0.1,173,3,y
diaspora/diaspora/7891,0.129427775,diaspora,diaspora,"Templates failed, did no changes",2878,20,81,0.6666666666666666,1,"Hello, what can I do if my templates are broken or something else in the asset pipe is missing? I override some CSS things, imported it in the scss files and then i was figuring out how to get those assets in the system, i did following a few times RAILS_ENV=production bundle exec rails assetsclobber RAILS_ENV=production bundle exec rails assetsclean RAILS_ENV=production bundle exec rails assetsprecompile Then I also changed the logo on my pod (diaspora/app/assets/branding/logos) But they all worked yesterday. First thing which come up was that the branding/logos/asterisk_white_mobile.png was not found, but it was there, i changed something on templates and could not remember, so i put the original back in. [2018-10-13T153023] FATAL PID-32105 TID-19394480 Rails [2018-10-13T153023] FATAL PID-32105 TID-19394480 Rails app/views/layouts/_header.html.haml17in block in _app_views_layouts_with_header_html_haml4381373114498847661_87208320' app/views/layouts/with_header.html.haml1in _app_views_layouts_with_header_with_footer_html_haml1720277477106993151_92204540' app/controllers/home_controller.rb25in image_url'block in _app_views_layouts_application_mobile_haml___4598889698582784532_59880980' app/views/layouts/application.mobile.haml8in to_mobile' app/controllers/tags_controller.rb43in I tried to change the _header.mobile.haml and _header.haml to something like that and also tried to insert skip_pipeline, but syntax was wrong or it not worked, but it not worked. What's the point? Regards 001101  Hello, GitHub is not a support forum; it's an issue tracker. For support issues, please post in the podmin support section of our Discourse forum.  @friend You are wrong  No, he is not. And since you already posted there, I will close this issue.  He is and I posted after he told me, postfactum century here we are!! The main reason why Github is the first choice, cause no noob in the forum has a clue about the code these days, got one answer, which repeats what I already wrote, great support!  Before you contribute, comment, or somehow interact with this project any further, I'd like you to read our community guidelines, as well as our Code of Conduct. If you disagree with those rules and do not want to follow them, please stop interacting with this project. When members of the project team, clearly indicated by a ""member"" badge in the header of all GitHub comments, ask you in a friendly tone do do something, then they do this because our project has rules, and everyone needs to follow them. In this case, GitHub is there to track software issues and track actionable feature requests. Support requests of any kind are handled on Discourse, as this allows more people to join. If you don't like this, well, too bad. This decision has been made by the majority of our community, and we for sure will not change our work just because you feel like it. ",5,0,153,0.125,0.20833333333333334,92,5,y
django-fsm/kmmbvnr/201,0.07303049,kmmbvnr,django-fsm,Clean up Readme grammar and phrasing,65,0,0,1,0,Closes #189 and addresses some confusing phrasing in the Readme. ,0,0,2,0,0,2,0,n
documentation/nextcloud/1142,0.175893955,nextcloud,documentation,File Permissions,6392,86,36,1,4,"On the ""instructions"" page here  will see this Two steps later you have The output of this is ♠Could not open input file occ` You have to re-set the file permissions to 755 and then you can run this.  The executable bit should not be needed, because it is called with  infant, which leaves to permissions like  ( minus the executable bit), which is then only a diff of the read permission for others, which should not be needed as you are  and thus the owner. Could you do an  in the directory to check what are the specific permissions and owners? Maybe the find command is slightly off. And on what operating system was this executed?  @friend Ubuntu 16.04  @friend Yes I have tried that (shouldn't matter in this case anyway) and I got the same result.  Please read above where the first command works if I set the permissions to 755.  So the issue is about file permissions.  We want to understand, why this fails on your system. Do you use SELinux maybe? Because the documented permissions work fine on our systems 😕  @friend No SELinux is not installed.  Ubuntu 16.04, apache2, PHP 7.0.32 .  What should  I test?  (I can't test too much now because the server is in production now). What systems are you using?  In my case it's a Debian and an Ubuntu 16.04 and both work totally fine  @friend You did not post what command you ran for the chmod.  I showed you my file permissions were different from that after I ran the commands in the howto.  I didn't ran any command, but it has the very same permissions, as if I would ran the command. I highly doubt that the executable flag has influence if a file can be opened or not, because it is the executable flag. Also as this is more a setup issue here I will close it for now and would like to ask you to raise your question in the forums  you wish support with setup issues from Nextcloud GmbH we offer this as part of the Nextcloud subscription. Learn more about this at  @friend So you did not even try to duplicate the problem before closing the ticket?  I guess that's normal laziness from a doc team that has screenshots from five versions ago. But you didn't test so your doubt don't mean anything. Right.  Anything you can do to avoid your responsibility to have correct docs.  I see how you work. I set this up days ago and I explained how I did it.  I logged on here to help you with your documentation errors.  When you get serious about turning out responsible open source tools please contact me and I will help you debug.  It's not laziness - it's more a ""I know what this command does and it results in exactly this"". But to defend against this I executed now this command on a Ubuntu 18.04 just for you. And it turns out it still works here just fine. It does mean something if the command in question is highly unlikely responsible for the symptoms you described. That's not what we want to and we will also adjust docs, but we don't adjust docs blindly. Thanks for this, but I don't see that this is the reason and first of all we need to find the reason why it doesn't work in your case. Unfortunately the work here is done on a best effort basis. Everybody here - no matter if employed by the company or part of the community does so. The employees will obviously prioritize requests that come in from paying customers. It's also not that I didn't tried to help you, but after some steps it turned out to be something else. I hope you can understand that people like me cannot debug every single instance of every person that has a problem endlessly. At some point in time we need to say ""sorry, but that's the end of my debugging session, because neither you nor me had a useful trace of where this problem originates"". We will help you either on a best effort basis in the forums or you pay someone some money to spend a dedicated time slot together with you - that's the reality. Sorry that we can't give endless support for free here, but my day also just has 24 hours.  One last try could it be that the dot-files don't have the correct permissions? Espcially the  file? Is it writable by www-data? Because there were such reports in the forum, which where solved by this.  And another one could you run  and show the output? And then run  and show the output as well?  @friend please be a bit more respectful and understanding. I would like to remind you of our code of conduct  has explained why he didn't blindly took over your suggestions. I have tried the steps on the 4 systems I have access to as well and as far as I can tell the docs are correct.  @friend Now you're starting to make sense! I agree.  But you didn't start to debug.  You just gave up. Again I have to remind you that I already have NC working.  I am helping you to fix your docs not the other way around. I will do the debug steps when I build a test server to test new NC features.  @friend We're on GitLab not your website so your CoC does not apply.  I never was rude or violated GL's CoC.  There are people trying to work here.  Please don't waste our time.  Not really - I just have proofed that my claims (even if they were not tested) were correct. I actually worked if you wanted that from me. I still have the opinion, that this specific part with the permission is not wrong. it might be something else. Our CoC applies wherever our community interacts with each other - keep that in mind. We don't want to go that way immediately but please be respectful when demanding answers and help. As I feel highly uncomfortable with how this whole thread here went I will unsubscribe now. May somebody else help you. I will invest my time in other parts. And yes also in making the documentation better even if you think that I really don't want to do that.  @friend This does not make sense.  If you did not test then it is not proof.  It is a belief. I agree!  That is why I am helping you debug. No that is not true.  You may not choose the rules when it is not your house.  Anyway no one here was inappropriate to anyone else.  Just you didn't want to fix the docs.  @friend I actually unlocked this issue again to give you a chance to say sorry. Seems you are not sorry. Our code of conduct applies in all of our online and offline spaces. This includes all our repositories on Github amd our forum too. And your tone is not welcome in our community.  Sorry to @friend and @friend that I reopened to let more hateful comments in. ",29,22,175,0,0,150,13,y
docxtemplater/open-xml-templating/184,0.027148161,open-xml-templating,docxtemplater,Leave undefined placeholders in place instead of inserting undefined.,1379,16,6,0.5,1,"I want to to a two pass templating. One pass done days before the second pass. So in the first pass I first tried not specifying the placeholders I did not want replaced. I expected the placeholders to be left as they are. Instead they got replaced by . It would be much better for my usecase if docxtemplater leaves the placeholder in place instead of inserting . Then I tried replacing the placeholder with itself (to not touch it until the second pass) And the I get this error  The error  data = {   ""name""  ""{name}"" }♠`  Thanks, the nullGetter seems like just the thing. BTW is seems there is a function missing in the documentation...  I ended up with this. works perfectly. Awesome module you've made!  What method is missing from the documentation ? Also, be aware that the nullGetter is only called for simple tags and rawXml tags. If you use a loop, it won't be calling the nullGetter when the tag is undefined.  The documentation says something like by default the nullGetter is set to this function. I was expecting some JavaScript code showing the default function. But it's not there.  Maybe I'm just misunderstanding the docs? On Thu, Dec 3, 2015 at 806 AM, Edgar Hipp notifications@friend.com wrote  Indeed, the default function was missing from the doc (it was there, but the syntax was not valid, I had forgotten a new line) fixed here  for reporting the issue ",2,5,49,0.25,0.125,43,3,n
dovecot/mjhas/46,0.059129428,mjhas,dovecot,why mode 600 for for conf.d/auth-ldap.conf.ext?,693,11,29,0,0,"I just installed postfix and dovecot via your modules. When processing mail i get the following message in mail.log ♠postfix/pipe[2689] 1BB6642432 to=philippdieter@friend.net, relay=dovecot, delay=626, delays=626/0.07/0/0.1, dsn=4.3.0, status=deferred (temporary failure. Command output doveconf Fatal Error in configuration file /etc/dovecot/conf.d/10- auth.conf line 122 Couldn't open include file /etc/dovecot/conf.d/auth-ldap.conf.ext Permission denied )` As there are no credentials or anything secret in this file I forked the module and changed the mode to 644. This is the mode all other files in conf.d have on debian. I'm asking because I want to be sure I don't overlook something. ",1,0,51,1,0,15,0,n
dynalist_notify/edgeryders/18,0.067120455,edgeryders,dynalist_notify,"Implement notifications for task reassignments, deadline changes and upcoming deadlines",912,3,2,0,0,"These are further events where it is useful to generate notifications for users of this software. As discussed in the ""Extending Dynalist"" topic in chapter 2, these cases mean the following  Task reassignment. ""Your task {name and link} has been transferred to {username}."" Deadline added. ""Your task {name and link} has been assigned a deadline {date}."" Deadline changed. ""The deadline of your task {name and link} has been changed to {date}."" Upcoming deadline. ""The deadline {date} for your task {name and link} is coming up in {days}."" Derived from the !(yyyy-mm-dd) Dynalist dates, and (optionally) a setting in the Dynalist Notify software where the user can configure how much before a deadline she wants to receive the notification. (This could also be made configurable per task using custom tags in Dynalist such as  for ""start one week before"". But that is just overkill, and nobody will use it … .)  ",3,0,54,0,1,19,1,n
