_id,polarity,perspective_score,owner,repo,num_reference,text,num_url,stanford_polite,subjectivity,num_emoji,num_mention,nltk_score,toxicity
Osmand/osmandapp/3663/307503227,0.1,0.056090422,osmandapp,Osmand,0,"@friend FYI I just heard the instruction ""prepare yourself to enter the roundabout in 1 km"". Shouldn't suppose to be fixed with your change? (OsmAnd+ 2.6.5) ",0,0.2941059239702686,0.2,0,1,0.368,n
Osmand/osmandapp/3663/307610461,0.1,0.06588262,osmandapp,Osmand,0,@friend Looks like this change in fr-tts is in our master branch but did not make it into our 2.6 branch. An oversight? Should I have it marked somehow? Thx - Hardy ,0,0.5,0.6,0,1,0.8364,n
Osmand/osmandapp/3663/307708366,0,0.065099984,osmandapp,Osmand,0,"@friend  it will be no 2.6 release anymore, 2.7 suppose to happen next month. ",0,0.46752616661561897,0,0,1,-0.296,n
Osmand/osmandapp/3663/405546321,-0.05714285714285716,0.058435604,osmandapp,Osmand,0,The unnecessary 'keep right' instructions are still being issued along the M8 ,1,0.439007418522547,0.7178571428571429,0,0,0.4824,n
Osmand/osmandapp/3663/405876681,-0.002230710466004583,0.06473224,osmandapp,Osmand,0,"from my observation ""unnecessary"" keep right or keep left announcement are based on osm data. this usually happens if two ways run parallel for short time or has a quite small angle between them. you can often see this at exit lanes where different mapping styles exist. Some Communities map Exit lanes as own way, some other start a new qay only at the Point where the road really splits. In some cases those announcements are very useful in some other they are wrong. For example at this place, going from north to south  there is always a ""Keep left"" but i don't know why. ",1,0.5770618481936208,0.42883880825057297,0,0,0.012,n
Osmand/osmandapp/3663/406539669,0.01435185185185185,0.054950207,osmandapp,Osmand,0,"Yes, that holds with what I've experienced, but only sometimes.  Sometimes the exit sliproad is completely ignored, despite being as just as shallow an angle as other that are indicated.  So does this mean it's OsmAnd's interpretation of the OSM data, or is it a flag set in the OSM data somewhere?  If it's the former, then it's still a bug that's present.  If it's the latter, then it means editing the OSM data. ",0,0.4257373877795042,0.42916666666666664,0,0,-0.3694,n
Osmand/osmandapp/3663/406549546,0.4166666666666667,0.06474003,osmandapp,Osmand,0,Best would be if an osmand developer would tell what exact conditions needs to be met to play the anouncement. Do you have some examples where the issue occurs and where not? Maybe ist possible to find something. ,0,0.5312401470643056,0.5166666666666667,0,0,0.765,n
Osmand/osmandapp/3663/406879242,0,0.06468084,osmandapp,Osmand,0,"@friend I posted a route already.  Some junctions it will do it, others it will not. ",0,0.3543784448061723,0,0,1,0,n
Osmand/osmandapp/3663/407216416,0.03333333333333333,0.120219015,osmandapp,Osmand,0,"@friend It has been a long time since I looked at that code, and I think it has been stable ever since From what I remember, this is about how we do it We look at the angular change a turn after a fork eventually takes you through vs. your initial bearing. If it is between 10 and 45 degrees, a ""Keep Left"" respectively """"Keep Right"" turn type is detected. So I assume that ""false"" announcements may happen where a road forks, and both forks are a slight turn. While driving on one of them, you may perceive this as 'going straight', but looking at an aerial view, you may realize you take one of 2 slightly bent forks legs. I do think we factor in the hierarchy of roads, so this will probably not occur if you are and stay on a primary road, and an unused trail forks in one of its turns. But I am not sure if it may happen in certain forks between a motorway and a motorway link.  And it may be justified there, e.g. some motorway intersections / cloverleaves may be tagged with a mixture of motorway on motorway links on forks which look of rather equal hierarchy when driving on them (vs. in the exit situation you may argue that staying on the motorway requires no turn prompt.). ",0,0.6480426850305184,0.39138321995464853,0,1,0.0405,n
Osmand/osmandapp/3663/407348784,-0.1416666666666667,0.05593308,osmandapp,Osmand,0,"@friend sounds correct to me, i remember a different place where a fork is within a (slight) curve and the anouncement is played. I think adding an additional condition which checks the road class would fix a lot of those false announcements. But what to do if the road Segments have the same class? ",0,0.5180584509718296,0.3729166666666667,0,1,0.34,n
Osmand/osmandapp/3663/407553984,0.16137566137566137,0.01781118,osmandapp,Osmand,0,"IMHO,  it is often a case-by-case decision and sometimes hard to get 'right' by just looking at the map data. What we do is err on the safe side snd rather play the prompt too often than too seldom. I believe it works well in many areas, but I can well imagine there are issues in rather montaineous areas or other regions with curvy highway sections and associated crossings. Not currently sure how to implement an overall improvement, although most certainly not impossible. ",0,0.6283222609436881,0.5379188712522046,0,0,0.9445,n
PHPCI/Block8/1234/161755247,-0.03466329966329966,0.053128015,Block8,PHPCI,0,"I have this problem on a virtual-machine running ubuntu server 16.04. Error-Message is♠Warning fsockopen() unable to connect to localhost11300 (Connection refused) in /var/www/phpci/vendor/pda/pheanstalk/src/Socket/StreamFunctions.php line 73` What could i do here? It is a fresh installed Ubuntu Server with Apache, PHP7, Mysql etc. Expected behaviour  I don't know, as i have never reached the next page before. I would say No error -) *  Actual behaviour  Instead i see the message Warning fsockopen() unable to connect to localhost11300*  Steps to reproduce  Install it like described in the guide on a very clean ubuntu server 16.04 virtual machine. i used vbox on windows. add a new github project and click on ""build"". *  Environment info Operating System ubuntu server 16.04  PHP Version 7.0 MySQL Version 5.7.12 Logs or other output that would be helpful Please tell me, which logs you need, and i will upload them. ",0,0.5763961816254768,0.41550505050505054,0,0,0.3812,n
PHPCI/Block8/1234/228012210,0.05,0.06943838,Block8,PHPCI,0,"This is fixed in v1.7.1  @friend mentioned, you either don't have beanstalkd or you haven't configured it properly in PHPCI. ",1,0.3911653830716294,0.15000000000000002,0,1,0,n
PMCADemo/ma1co/8/151135252,-0.42272727272727273,0.06663741,ma1co,PMCADemo,0,Could sombody help me with compilation? I'm getting the following error during gradle build 35         textView = (TextView) findViewById(R.id.logView);   36    37         wifiManager = (WifiManager) getSystemService(Context.WIFI_SERVICE);   38         wifiDirectManager = (DirectManager) getSystemService(DirectManager.WIFI_DIRECT_SERVICE); 39    40         wifiStateReceiver = new BroadcastReceiver() { ,0,0.5206945692474114,0.7109090909090909,0,0,0,n
PMCADemo/ma1co/8/214750333,0,0.036667757,ma1co,PMCADemo,0,"Add this to the  declaration @friend.annotation.SuppressLint(""WrongConstant"")  ",0,0.45828364218543527,0,0,1,0,n
PMCADemo/ma1co/8/225746720,-0.25,0.041834574,ma1co,PMCADemo,0,I had the same error.  Should this be added into the source or are @friend and I setting something up wrong? ,0,0.377657086771912,0.5125,0,1,-0.7003,n
PanDA-NGE/ATLAS-Titan/8/315218539,0,0.074353226,ATLAS-Titan,PanDA-NGE,0,To be included in Agenda for Ruslan vist ,0,0.439007418522547,0,0,0,0,n
Panoptes-Front-End/zooniverse/11/46497845,0.13636363636363635,0.07308812,zooniverse,Panoptes-Front-End,0,This adds an ellipse tool for drawing tasks and improves conventions for building new tools. ,0,0.439007418522547,0.45454545454545453,0,0,0.4215,n
Panoptes-Front-End/zooniverse/11/60130571,0.00888888888888888,0.117245585,zooniverse,Panoptes-Front-End,0,"Man, these ellipses are fun to draw. The only error I can produce is on the initial drag returning the cursor to the '0,0' point while the mouse is still being held down throws- ",0,0.5,0.31194444444444447,0,0,-0.0772,n
Panoptes-Front-End/zooniverse/11/60763764,0.35,0.20591551,zooniverse,Panoptes-Front-End,0,"Nice catch. Fixed it, and simplified the heck outta the math. ",0,0.35756876946840077,0.6,0,0,0.4215,n
PocketMine-MP/pmmp/1945/290220447,0.13333333333333333,0.14393905,pmmp,PocketMine-MP,0,"Issue description In fact you made things worse, for all the cheaters now there is an opportunity super fast to break blocks. Now all users will NEED to make a separate plugin to fix this problem.  The best option was to leave it standard, if someone didn't like it, it was the switch in pocketmine.yml Really, thanks to you, I got ruined the world of survival and now have to do the cleaning map. Ex js code Video  and versions  PocketMine-MP  7.2 Game version PE/Win10)  ",2,0.3018475712182573,0.3952380952380952,0,0,-0.088,n
PocketMine-MP/pmmp/1945/359199659,0,0.13738696,pmmp,PocketMine-MP,0,Such a plugin already exists. And you chose to use a bleeding-edge build with it removed. You have nobody to blame but yourself. ,0,0.47395881259337286,0.5,0,0,-0.1779,n
PocketMine-MP/pmmp/1945/359199958,0.25,0.87373,pmmp,PocketMine-MP,0,"Let's remove anti-cheat motion, which delivers more of a pain in the ass. After all, it is also possible to add a plugin. ",0,0.6310797248905732,0.75,0,0,-0.7951,y
PocketMine-MP/pmmp/2187/324211421,0.24318181818181817,0.05506515,pmmp,PocketMine-MP,0,"Issue description After the new update, i try to join my server and it just crashes my whole client, this has been reoccurring since the new update Steps to reproduce the issue 1 Put the latest dev version  (1.7dev-999 「[REDACTED]) in your server folders 2 Try to join your server 3 client crashes OS and versions Pocketmine 1.7dev-999 「[REDACTED]」 ",0,0.5,0.5522727272727272,0,0,0.5267,n
PocketMine-MP/pmmp/2187/390037053,0,0.16024317,pmmp,PocketMine-MP,0,Do you have purePerms installed?  That causes the crash. ,0,0.5098717381096821,0,0,0,-0.4019,n
PocketMine-MP/pmmp/2187/390037146,-0.16666666666666666,0.16214012,pmmp,PocketMine-MP,0,"Please fill out all of the issue template, don't delete half of it. ",0,0.4310528060939487,0.16666666666666666,0,0,0.3182,n
PocketMine-MP/pmmp/2187/390037222,0,0.0893088,pmmp,PocketMine-MP,0,Somebody used this same template that i just used and your getting on me about it? ,0,0.3693062972670724,0.125,0,0,0,n
PocketMine-MP/pmmp/2187/390037359,-0.06666666666666667,0.12433265,pmmp,PocketMine-MP,0,"you simply deleted the plugins section, and wasted two issues with no information on them. Fill it out properly. ",0,0.3995796680365442,0.1523809523809524,0,0,-0.6597,n
PocketMine-MP/pmmp/2187/390037567,0.36,0.1367749,pmmp,PocketMine-MP,0,Okay lol but you used the same template and everythings okay? How about you also do what you're telling me to do rather than just taking short cuts aswell. ,0,0.36388701462443507,0.425,0,0,0,n
PocketMine-MP/pmmp/2187/390037882,-0.18333333333333335,0.020444512,pmmp,PocketMine-MP,0,"The template exists for the sake of structured communication of an issue. If you want an issue resolving, then provide the information we ask for. How we deal with issues created ourselves is not relevant to this subject. ",0,0.5176191543093261,0.6166666666666667,0,0,0.5994,n
PocketMine-MP/pmmp/2187/390038360,0.225,0.7143426,pmmp,PocketMine-MP,0,Okay then fill out that long ass template just like we have to do rather than just taking a shortcut. ,0,0.31008944453066145,0.45,0,0,-0.0258,y
PokemonGo-Web/PokemonGoF/118/232976075,0.20291005291005293,0.101317786,PokemonGoF,PokemonGo-Web,3,"I have 2 Bots running on 2 Servers What I want to do is to have both bots showing in the Web UI of Server1 What is working in this config is that both accounts are shown on the right under ""bots"", but only account1@friend.com is showing a route and any informations about Info or Pokemon. The Log Popups in the bottom left show information from both bots. I opened ports 4000 and 5000 The webserver is nginx, but with the python webserver it did exactly the same. I changed the Web UI to port 80 far before i added the second bot. The Userdata.js on the Server1 with the active Web UI         enable true,         username ""account1@friend.com"",         socketAddress ""externalIP-Server14000"",         enableSocket true     },{         enable true,         username ""account2@friend.com"",         socketAddress ""externalIP-Server25000"",         enableSocket true  Config on Server1 ""websocket_server"" true,  ...   ""websocket"" {         ""start_embedded_server"" true,         ""server_url"" ""externalIP-Server14000""     } } Config on Server2 ""websocket_server"" true,  ...    ""websocket"" {         ""start_embedded_server"" true,         ""server_url"" ""externalIP-Server25000""     } } Can anybody help me? I cant find a full documetation about running multiple bots in one Web UI, is there one? ",0,0.5490760130595433,0.5144841269841272,0,3,0.99,n
PokemonGo-Web/PokemonGoF/118/319224403,0.17222222222222225,0.036346477,PokemonGoF,PokemonGo-Web,0,"Old issue, multiple accounts are working fine in bot. ",0,0.439007418522547,0.2333333333333333,0,0,0.2023,n
Polaris/PolarisSS13/4539/288474267,0.05784313725490195,0.1281677,PolarisSS13,Polaris,0,"Tesla Engine Ported from Paradise and TG; many authors involved  Items added  Adds the Tesla energy ball.  Its created by bombarding the Tesla generator with the Particle Accelerator.  Its a big ball that shoots lightning bolts at stuff.   Don't let it hit you.   Luckily the singularity containment field works on the energy ball too. Adds the Tesla coil and grounding rod machines.  They are how you actually gather power from the energy ball and protect the station from lightning bolts. They are both constructable in game, get circuits from RnD and autolathe respectively.   Adds the Tesla generator. This is required to actually make the Tesla energy ball.  This is not mapped in and the generator can't be built or ordered from cargo.  Therefore players can't actually get the Tesla engine running in game unless an admin spawns it or it is added to the map. In game manual forthcoming in case its decided to let players build it.  Supporting technologies  Ports typecache list procs from TG.  These are a fast way to filter a list of atoms by type. Ports the ""orbit"" feature and subsystem from TG ( tgstation/tgstation#10960 tgstation/tgstation#20632 ) Adds utility methods for common machinery behavior.  I have wanted this for awhile. It could get even more sophisticated if we wanted, but  takes care of the most common repeated code in machinery   ",0,0.44940624803266743,0.40490196078431373,0,0,0.9562,n
Polaris/PolarisSS13/4539/357643885,0.1,0.041441653,PolarisSS13,Polaris,0,@friend fixed build (test) issue. ,0,0.439007418522547,0.2,0,1,0,n
Polaris/PolarisSS13/4539/359081381,0,0.094353504,PolarisSS13,Polaris,0,"How 'bout that tesla, @friend ",0,0.439007418522547,0,0,1,0,n
Polaris/PolarisSS13/4539/359086625,0.4464285714285714,0.027411215,PolarisSS13,Polaris,0,Oh right! That! ,0,0.439007418522547,0.5357142857142857,0,0,0,n
PublicBikes/Lee-Nover/47/22388530,0.037500000000000006,0.077311784,Lee-Nover,PublicBikes,0,Get the nearest other public transport if available in case of rain or other ... ,0,0.439007418522547,0.3041666666666667,0,0,0,n
PufferPanel/PufferPanel/142/40318553,0,0,PufferPanel,PufferPanel,0,,0,0.439007418522547,0,0,1,0,n
PufferPanel/PufferPanel/142/56368554,0.5,0.051791627,PufferPanel,PufferPanel,0,"Ok, I've started this. Will be done this week ) ",0,0.5711303709779412,0.5,0,0,0.296,n
PufferPanel/PufferPanel/142/56368689,0,0.071979016,PufferPanel,PufferPanel,0,"Or, if you already done sth tell me what, so I'll do the rest P ",0,0.42007840286961257,0,0,0,0,n
PufferPanel/PufferPanel/142/57449926,0.1875,0.049645226,PufferPanel,PufferPanel,0,As you can see in @friend/PufferPanel I've done Admin management for domains (not sub-domains).  All is going better than expected (excepting time...)! ,0,0.5080614886319736,0.45,0,1,0.4926,n
RasPlex/RasPlex/562/206882649,0.1,0.0091403155,RasPlex,RasPlex,0,"Hello, Is it possible to add support for this chipset wireless ? I can help if you want. Thanks. Jon ",0,0.7509616057005328,0.6,0,0,0.8225,n
RasPlex/RasPlex/562/379328648,0.16666666666666666,0.06929422,RasPlex,RasPlex,0,yeah that would be great. or at least short instructions how the driver could be installed manually? (mt7610) because the instructions from here are not working on the libreelec/rasplex system  ,1,0.45656801516901857,0.48333333333333334,0,0,0.743,n
RasPlex/RasPlex/562/379350509,-0.6,0.8541809,RasPlex,RasPlex,16,"Nobody listen to this fucking repo ( On Fri, 6 Apr 2018, 1953 Joseph Weigl, notifications@friend.com wrote ",0,0.46943081234388745,0.8,0,1,0,y
RestSharp/restsharp/865/165946609,0,0.05054797,restsharp,RestSharp,0,"Problem why the customer object inresponse.Data always null？ situation after var response = client.Execute&lt;T&gt;(request) response.Content = ""{\""code\""0,\""customer\""{\""customer_id\""\""1002\"",\""business_id\""\""2\"",\""card_id\""\""A1A2A3A4\"",\""total_credit\""\""5\"",\""date_registered\""\""2016-07-13 005138\"",\""date_updated\""\""2016-07-13 005138\""}}"" but response.Data = { code = 0, customer = null}  Usage ` The struct of response data ",0,0.33931105531070477,0,0,0,-0.2144,n
RestSharp/restsharp/865/233555238,0.18696969696969695,0.035174727,restsharp,RestSharp,0,"Hi,  actually you are getting whole object as new, not only customer. But because code is int, default is 0. So, I recommend to not use 0 as OK result. Or even better, exclude code from json and use common http status codes? To your problem, cannot say exactly, quick checked on mine and it's deserialized correctly. Maybe there is some issue in headers, but I've also made some changes and wasn't able to break it. So, I can only recommend to download RS source and track deserialization to the issue. ",0,0.5594804259360908,0.5579545454545455,0,0,0.5455,n
RestSharp/restsharp/865/233670463,0.2875,0.10574157,restsharp,RestSharp,0,"Hi again, tried once more with exact your code .. and it doesn't work .. So, my research leaded me to request.Resource = ""customer""; request.RootElement = ""customer""; you are marking root element as Customer, but deserializing to GetCustomerByCustomerIdResponse So, RS will get only customer object from content and trying to create GetCustomerByCustomerIdResponse object from it. Well, it won't fit, so default. To fix it, deserialize to Customer class or just comment those two lines, then it will work. (Tested both.) ",0,0.195794410468763,0.5375,0,0,0.3889,n
RestSharp/restsharp/865/485729330,0,0.07894404,restsharp,RestSharp,0,That's probably related with #1306 ,0,0.44406230488568066,0.4,0,0,0,n
RxSwift/ReactiveX/408/127143560,0,0.1078736,ReactiveX,RxSwift,0,"UIBarButtonItem has only one target, so UIBarButtonItem.rx_tap cannot share now. I move ControlEvent initializer to BarButtonItemTarget, and reuse it. Then, UIBarButtonItem.rx_tap can share. Please check this pr 3 ",0,0.3005310259102362,1,0,0,-0.2508,n
RxSwift/ReactiveX/408/172464924,0,0.07450328,ReactiveX,RxSwift,0,@friend can you create PR against  branch? ,0,0.5,0,0,1,0.2732,n
RxSwift/ReactiveX/408/172466202,-0.5,0.05362834,ReactiveX,RxSwift,0,"oops! I'm sorry, I make pr again. ",0,0.5395967216667276,1,0,0,-0.1511,n
RxSwift/ReactiveX/408/172467373,0.13636363636363635,0.039448585,ReactiveX,RxSwift,0,I opened new PR now. Please close this.  Thank you. ,0,0.517643111640451,0.45454545454545453,0,0,0.5859,n
SFML/SFML/1556/409028181,0.38055555555555554,0.20181045,SFML,SFML,0,"And you removed my issue now, wow, good! Do you know what ? I'll try to set my framework without SFML because I see SFML is not a serious projet. ",0,0.34474146110676107,0.7555555555555555,0,0,0.8028,y
SFML/SFML/1556/462544770,0.12147222222222223,0.17910545,SFML,SFML,0," The issue was closed with a corresponding reason. This did not prevent you from commenting on why you think it should have been re-opened. You did not provide any information that would help anybody else in resolving the problem, if it was even caused by SFML. You disregarded the very text in the issue template that suggested asking on the forum first about any issues with the usage of SFML before opening an issue, which we prefer only contain confirmed bugs with appropriate information. The issue was not removed. Please familiarize yourself with the way GitHub works before making such claims. Threatening people in any way is not constructive and will not benefit anyone in any way. You are entitled to believe what you want to believe, but making blanket statements such as ""SFML is not a serious project"" on an open platform has a high chance to mislead people into believing it as a fact. As such, in the future please refrain from making such remarks. I have temporarily blocked you from the SFML organization for 7 days. Please take this time to calm down and reflect on what has just happened. If you have any comments regarding the handling of this issue, please either take it to the forum or contact the SFML team via other means. If, after you are unblocked, you intend to continue to post clearly non-constructive content, you will be permanently blocked from the SFML organization. This is your last warning.  Have a pleasant day. ",0,0.506563849773693,0.49477777777777776,0,0,0.7954,n
Sabaki/SabakiHQ/341/300116763,-0.10071428571428573,0.057765607,SabakiHQ,Sabaki,0,"Is it just me, or does Sabaki not allow making games with different rule sets, e.g. Chinese, Japanese, Tromp Taylor, etc.? It even doesn't show which rule set is being used in a loaded SGF file (under Game Info). I think the scoring is restricted to Japanese only. If I'm correct, then please consider this an enhancement request to allow for at least Chinese and Japanese rules, and perhaps even Tromp Taylor rules, as this would be very useful for looking at games created by Leela Zero. Even if you don't fully implement different rule sets in game play, at least please display the rule set defined in the game's SGF file. ",0,0.6873423018780228,0.3,0,0,0.74,n
Sabaki/SabakiHQ/341/368405261,-0.06666666666666667,0.06569679,SabakiHQ,Sabaki,0,"There's no concept of a ruleset in SGF, because the user can do anything they want. Sabaki only show warnings for simple Ko and suicide which can be disabled in Preferences. As for scoring, there is an option to toggle between area and territory scoring. ",0,0.3459457296882434,0.5523809523809524,0,0,-0.8225,n
Sabaki/SabakiHQ/341/368487696,0.04685714285714286,0.08862193,SabakiHQ,Sabaki,0,"There is a tag, RU (see  for specification. NZ rules would be roughly equivalent to Tromp-Taylor, as far as I know, just FYI), which defines the assumed overall rule set for the SGF. Any moves in the SGF which violate the specified rules could be considered illegal moves, perhaps making the SGF invalid. However, to say there's 'no concept' of ruleset in SGF is simply incorrect. As for the option to toggle scoring, it is definitely not obvious in the UI. I looked for it before posting this, although I was looking for changing the rule set, not for 'area vs. territory'. I'll look again.... Okay, that is definitely not obvious. Instead of being under Preferences or Game Info, you have to click on the score display within Score or Estimate, and the score certainly does not appear to be a button of any kind at first glance. Personally, I would try to follow the principles laid out in The Design of Everyday Things, by Don Norman, a very well-known design and usability researcher. For example, one of his principles is that a single control on an interface should ideally have a single function the score display violates this principle by acting as both a simple display and as a button, with no additional visual affordance to indicate that it might be a button (although mouse hovering does indicate this, but who would think to hover over the score display? I didn't, until prompted by your comment). Compare this with a hyperlink, which is also a clickable display object, but which provides the visual affordances of being a different colour to the surrounding text and is also usually with an adornment such as being underlined. Just my opinion. ",1,0.8391897208142325,0.4119047619047619,0,0,0.4854,n
Sabaki/SabakiHQ/341/368529038,-0.035897435897435895,0.11138719,SabakiHQ,Sabaki,0,"@friend Perhaps you have a suggestion instead of criticizing with a quote from a 16 year old book? (Actually, the book is 30 years old. I wouldn't be surprised if things have changed since then. But then again, I haven't read that book, so I can't say for sure.) Previously, the button would only display 'Done', but I changed it so it would display useful information instead of just being a waste of space. Also, the data for both area and territory are visible, just the end result changes when you toggle between them. I agree there is a property for specifying the ruleset, but it shouldn't have an effect on someone who edits the game. That's what I meant by 'no concept'. It's only there for reference purposes, like game name/date, handicap stones, and copyright. That said, we could display the value of the property somewhere in game info. ",0,0.7005003971119402,0.43504273504273505,0,1,0.7066,y
Sabaki/SabakiHQ/341/368601849,0.10385361552028219,0.06594381,SabakiHQ,Sabaki,6,"It is meant as constructive criticism. It's a very good book, which is why it's still in print, and the principles are time-tested. Also, I didn't quote the book, but referenced it from my memory of it. My Computer Science degree was specialized in Human-Computer Interaction, and Don Norman is well-known in that field. That's how I know about the book, and why I read it. Also, I did give a concrete suggestion, but since I added it later as an edit, perhaps you missed it ... Which button are you referring to? I'm referring to the score display control that shows up when you do Estimate, and it shows, for example, something like ""W+50.5"", and when you hover over it, it says ""Details"". Clicking on that control/button brings you to the Score calculation dialog where you can finally select Area or Territory. It's this dual-purpose control that both displays the score and is also a Details button that I'm referring to. It doesn't sound the same as the Done button you're referring to. Just for reference, other Go UIs such as the WGo UI display both territory and area scoring when you select Count Score from its hamburger menu. The real issue here is that I was opening SGF files which had their RU tag set to 'Chinese', but Sabaki was showing scoring based on territory/Japanese, rather than area/Chinese. If the scoring defaulted to area for 'Chinese', and territory for 'Japanese', that would be better, IMO. Unless they are opening multiple SGF files, in which case, the users would expect that the 'score' should be based on the ruleset specified by the existing SGF. Games from different sources, or even the same source (such as OGS), can use different rulesets from one game to the next. If the user has to open up the SGF file in a text editor to discover what the ruleset is, and then locate the difficult-to-find Details/Score calculation dialog just to toggle to the right scoring method, that's a pretty big pain in the UI. Sabaki can easily figure out which scoring should be default and toggle to that. Or, alternatively, just show both scoring methods, each on its own line, when the user clicks Estimate. Presumably, it also specifies how the score in the game result property was calculated. ",0,0.8263157366617662,0.4027425044091711,0,0,0.8124,n
Sabaki/SabakiHQ/341/368614761,0.19305555555555554,0.043226544,SabakiHQ,Sabaki,12,"It's hardly constructive criticism, since you didn't say what exactly can be changed. Also I don't know the book and am hardly willing to read it just for you. Furthermore, I didn't study Human-Computer Interaction. Let's not argue about formal definitions. My argument still stands if you change one wording for another. I did indeed miss this, but please do explain yourself further. That's exactly the button I'm referring to. No contradictions here. And I think WGo can be customized either way. I'm not a fan of how opening an SGF file can change a user's setting. Also, if the score has already been calculated, there is no need to calculate it again with the scoring tool. This is actually a good idea. ",0,0.35214844838081827,0.48194444444444445,0,0,-0.6742,n
Sabaki/SabakiHQ/341/368669841,0.024639571737786026,0.08709452,SabakiHQ,Sabaki,23,"But I did. Maybe not as directly as I could have, but here are examples from that comment ... Obviously, I didn't suggest for you to read it just for me. In fact, I didn't even suggest for you to read it at all. I simply referenced it by link so that you'd know what book I was referring to. If you were to read it, it would be for your own sake, obviously, not mine. I don't suggest people do things just for me in the first place. If I didn't care about the success of this project at some level, I wouldn't have posted anything here at all. It takes time and effort to write an Issue report and follow up on the comment thread. There are plenty of other things I could spend my time and effort on. I chose to contribute to this project rather than some other. You needn't have had to. I'm just explaining how I know about the book and what field it is typically associated with (though it's even more general than HCI). You seemed to be wondering why I referenced a 15-30 year old book. Hence, I explained why. But all of that is kind of irrelevant as to whether or not to support different Go rule sets, or how to make the scoring mode more accessible and usable. It's just background information. Actually, regarding whether I quoted the book or referenced it from memory, I'm not exactly sure what your argument is, to be honest. What would it matter either way? Not sure what else to say. Right now it has a single line saying Just make it two lines Okay then, that's the button that has two functions, and one of them is not obvious (being the Details button where scoring mode toggling is hidden). That's the button I'm suggesting to either  1) Make it two controls, a Score display, and a separate Details button, or  2) Make it more obvious it's a button by adding visual affordances to it, such as by making it a hyperlink instead, or  3) Don't hide the scoring method toggle inside it; instead put the scoring method toggle in Preferences or Game Info, or  4) Partially eliminate the need for a scoring method toggle by showing both area and territory scoring on the same panel, as above, or  5) Something else if you prefer. I wasn't pointing out a contradiction, I was giving an example of another Go UI that already partially eliminates the need for a scoring method toggle by simply showing both scoring methods simultaneously, as above, suggestion 4. I disagree with your assumption that the scoring method is a property of the user's settings. IMHO, it should be a property of the game's settings. Therefore, it can and should be different depending on the SGF file, because that's where the scoring method (i.e. rule set) is specified. IMHO. Maybe the user's settings could include a 'default scoring method' for when they make a new game from scratch, but when loading existing games, which used pre-determined (i.e. before the game even began) scoring methods, I think the UI should reflect the game's settings primarily, and the user's settings should only be a default, if the game has no rule set specified. IMHO, of course. (Just assume I have 'IMHO' tacked on at the end of each sentence.) I'm not sure what this is referring to. Perhaps you mean the final game result? Thanks, but it's not really my idea. It's Don Norman's (or rather, I got it from his book; he probably learned it somewhere else, I'm guessing), namely the principle that each user control should have only one obvious function -- the corollary being that if you need to put in two functions, put in two separate controls. It's not a 100% all the time thing, it's just a principle. But a good one. From a time-tested book by a well-known researcher and engineer. (In case you were wondering where I got it from. Whether you read it or not is not my concern.) ",0,0.9795307967498417,0.48195829468150897,0,0,0.7131,n
Sabaki/SabakiHQ/341/368690688,0.10277777777777777,0.11659257,SabakiHQ,Sabaki,1,"Anyway, to simplify this thread  Area      [W+50.5]    Toggle group status     [x] Territory [W+45.5] Don't like it since it takes up two lines instead of one.  Also, if the score has already been calculated, there is no need to calculate it again with the scoring tool.  Not sure what else to say. Scoring the game only makes actual sense if it is your own game, since finished SGF files already have the score in its result field. One can take an SGF file and start playing from somewhere in the middle with an engine and score the game their way.  I think the best way to avoid the double concern is to let the button show 'Details' and have another label to show the score for those who don't realize the 'visual affordance' I put into the button. In any case, I wanted some good reasoning to do something, not just a quote or a reference or whatever to a 'well-known researcher'. Controls which have more than one function are quite common nowadays. It's a great way to provide functionality without cluttering the UI. You just have to look at Apple's iOS, well-known for its design and UX.   While I appreciate everyone who takes their time with my projects, your second post wasn't constructive criticism at all despite your flimsy justifications and hit a nerve. Especially by referencing a book to avoid giving any reasons yourself raised a red flag in me. ",0,0.5093537836383333,0.4354938271604938,0,0,0.9337,y
Sabaki/SabakiHQ/341/368691858,0,0.057460073,SabakiHQ,Sabaki,0,"Since this discussion went way out of hand and I do not want to discuss it any further, I will lock this issue. ",0,0.45459306872915306,0.5,0,0,0.4548,n
SalienCheat/SteamDatabase/156/335493845,-0.1,0.081656896,SteamDatabase,SalienCheat,0,why cant i set it to only choose zones from planet 18 or 19 so if i want a game only from planet 18 it will only use planet 18 ,0,0.5487841373372638,0.85,0,0,0.1477,n
SalienCheat/SteamDatabase/156/400028376,0,0.1170637,SteamDatabase,SalienCheat,0,Because you cannot do that. ,0,0.4943520613239667,0,0,0,0,n
SalienCheat/SteamDatabase/156/400046417,-0.2,0.08700875,SteamDatabase,SalienCheat,0,@friend Why you can when do that in the game  i just want it so it only does planet 18 ,0,0.4908845255213059,0.7,0,1,0.0772,n
SalienCheat/SteamDatabase/156/400047915,0,0.09979159,SteamDatabase,SalienCheat,0,Because this is a bot that maximizes the XP you get. If you want to go manually to Planet 18 then you gotta turn off the bot and do it manually. ,0,0.38763817903284936,0,0,0,0.5622,n
SalienCheat/SteamDatabase/156/400051747,0,0.06573806,SteamDatabase,SalienCheat,0,is there any fork of this project that allow me to do that @friend ,0,0.44971195295422633,0,0,1,0.2263,n
